"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G02210",0,NA,NA,NA,NA,NA
"AT1G80165",0,NA,NA,NA,NA,NA
"AT1G76290",0.235709419362685,-0.112572036496539,3.84708713179411,-0.0292616290299723,0.976655929386491,NA
"AT1G31555",0.0613397565764254,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G65170",0,NA,NA,NA,NA,NA
"AT1G56030",0,NA,NA,NA,NA,NA
"AT1G26250",0.284442169352364,-2.31513818175361,2.47630354310099,-0.934916960484758,0.349831095722119,NA
"AT1G27280",0,NA,NA,NA,NA,NA
"AT1G01453",0.480514499021424,2.00735704660551,3.46336077273425,0.579598020052859,0.562185728545103,NA
"AT1G11090",0,NA,NA,NA,NA,NA
"AT1G36510",0,NA,NA,NA,NA,NA
"AT1G66470",0.217197684262254,1.1815619614303,3.84657370930632,0.307172577655707,0.758712017038799,NA
"AT1G33880",0,NA,NA,NA,NA,NA
"AT1G49150",0,NA,NA,NA,NA,NA
"AT1G80580",0.328753127827669,-1.95151444104735,3.8328212074764,-0.509158746366951,0.610640956805733,NA
"AT1G31390",0,NA,NA,NA,NA,NA
"AT1G68877",0,NA,NA,NA,NA,NA
"AT1G51402",0,NA,NA,NA,NA,NA
"AT1G50580",0.409177330699258,0.528615052518608,2.14711269899032,0.246198093265989,0.805528891496117,NA
"AT1G34812",0,NA,NA,NA,NA,NA
"AT1G12672",0.531246188074705,1.76854152354173,2.19325732871106,0.806353864815796,0.420038840329483,NA
"AT1G26255",0,NA,NA,NA,NA,NA
"AT1G56270",0.379277117587097,-0.753778411264503,2.89087639567592,-0.260743908799415,0.794290002635256,NA
"AT1G76728",0,NA,NA,NA,NA,NA
"AT1G09245",0,NA,NA,NA,NA,NA
"AT1G68935",0,NA,NA,NA,NA,NA
"AT1G07485",0.314324917776238,0.208009205103368,2.94989843065406,0.0705140227683187,0.943784539777303,NA
"AT1G10717",0,NA,NA,NA,NA,NA
"AT1G25112",0.0383807910744629,-0.433168561904394,3.84708713179411,-0.11259650407304,0.910350456770534,NA
"AT1G58090",0,NA,NA,NA,NA,NA
"AT1G17800",0,NA,NA,NA,NA,NA
"AT1G36970",0,NA,NA,NA,NA,NA
"AT1G01410",0,NA,NA,NA,NA,NA
"AT1G51910",0.068275095155016,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G80220",0,NA,NA,NA,NA,NA
"AT1G76370",0.163869331936623,-1.39110323910447,3.84692730737664,-0.361614121596988,0.717640410358733,NA
"AT1G24822",0,NA,NA,NA,NA,NA
"AT1G08315",0,NA,NA,NA,NA,NA
"AT1G14800",0,NA,NA,NA,NA,NA
"AT1G60370",0,NA,NA,NA,NA,NA
"AT1G55030",0.0721247083657191,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G77682",0,NA,NA,NA,NA,NA
"AT1G29570",0,NA,NA,NA,NA,NA
"AT1G54445",0,NA,NA,NA,NA,NA
"AT1G04670",0,NA,NA,NA,NA,NA
"AT1G62080",0.336084351272176,-2.35150651872378,3.82166153211404,-0.615309989899338,0.53835002144256,NA
"AT1G51000",0.201701500524416,-1.96932607343983,3.83225653385767,-0.513881588051583,0.607334780950675,NA
"AT1G47280",0.215362751958339,0.528588096390767,3.84708713178631,0.137399564471348,0.890714975284587,NA
"AT1G29041",0,NA,NA,NA,NA,NA
"AT1G35537",0.0725364879482674,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G34500",0,NA,NA,NA,NA,NA
"AT1G11810",0.544144332368602,-2.06246356771027,3.4719368042676,-0.594038337672262,0.552486471470449,NA
"AT1G35215",0.0725364879482674,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G08250",0,NA,NA,NA,NA,NA
"AT1G47885",0.493646317729055,-1.40043253395226,3.4865112096692,-0.401671599411016,0.687925728576205,NA
"AT1G54775",0,NA,NA,NA,NA,NA
"AT1G20360",0,NA,NA,NA,NA,NA
"AT1G53541",0.0372924711100342,-0.433168561904394,3.84708713179411,-0.11259650407304,0.910350456770534,NA
"AT1G07340",0.206491592497352,0.540393887335869,3.84657365570281,0.140487076475111,0.888275162705564,NA
"AT1G65350",0,NA,NA,NA,NA,NA
"AT1G48910",0,NA,NA,NA,NA,NA
"AT1G57760",0,NA,NA,NA,NA,NA
"AT1G70860",0.139099458613044,-0.112600209535798,3.84708713178631,-0.02926895224323,0.976650088809335,NA
"AT1G75790",0.0678488838722941,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G07860",0.0669263083260609,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G62270",0,NA,NA,NA,NA,NA
"AT1G74540",0.0296564377791402,-0.433168561904394,3.84708713179411,-0.11259650407304,0.910350456770534,NA
"AT1G47450",0,NA,NA,NA,NA,NA
"AT1G17910",0,NA,NA,NA,NA,NA
"AT1G54720",0,NA,NA,NA,NA,NA
"AT1G11510",0,NA,NA,NA,NA,NA
"AT1G70175",0,NA,NA,NA,NA,NA
"AT1G08590",0.318190712813339,0.528600852294051,2.99498687482156,0.176495214966691,0.859904907579563,NA
"AT1G32600",0.136780507544001,1.18156670634529,3.84657370930671,0.307173811198914,0.758711078168893,NA
"AT1G47610",0,NA,NA,NA,NA,NA
"AT1G22015",0,NA,NA,NA,NA,NA
"AT1G23240",0,NA,NA,NA,NA,NA
"AT1G21738",0,NA,NA,NA,NA,NA
"AT1G71530",0,NA,NA,NA,NA,NA
"AT1G30790",0,NA,NA,NA,NA,NA
"AT1G75910",0.132377744088756,-0.112602746199332,3.84708713177552,-0.0292696116158313,0.976649562931423,NA
"AT1G66235",0.194479317796312,-0.112606857148742,3.84708713177199,-0.0292706802034076,0.976648710687049,NA
"AT1G33010",0,NA,NA,NA,NA,NA
"AT1G35500",0,NA,NA,NA,NA,NA
"AT1G65210",0,NA,NA,NA,NA,NA
"AT1G28005",0,NA,NA,NA,NA,NA
"AT1G65680",0,NA,NA,NA,NA,NA
"AT1G05005",0.0287781630012729,0.208012626653342,3.84708713179411,0.0540701625742317,0.956879264276188,NA
"AT1G68723",0.135697767744588,-1.40050730812844,3.84684143247653,-0.364066814999136,0.715808116611975,NA
"AT1G59171",0.39190795030543,-0.112581359872048,3.59658722832196,-0.0313022742742083,0.975028476689669,NA
"AT1G62210",0,NA,NA,NA,NA,NA
"AT1G57830",0,NA,NA,NA,NA,NA
"AT1G70475",0,NA,NA,NA,NA,NA
"AT1G73160",0,NA,NA,NA,NA,NA
"AT1G05290",0,NA,NA,NA,NA,NA
"AT1G22720",0.185024347580578,-1.40051330326122,3.84684137789161,-0.364068378621013,0.715806949023037,NA
"AT1G79370",0.148388001711014,0.528602034692367,3.84708713179411,0.13740318755033,0.890712111645311,NA
"AT1G59530",0.322160072790207,0.540283912770809,3.65861067924297,0.147674612069575,0.882599568560485,NA
"AT1G58310",0.322641009548633,-0.759346908022781,3.84684113517968,-0.197394922571273,0.843518502656786,NA
"AT1G31620",0,NA,NA,NA,NA,NA
"AT1G51870",0.260276947126375,-1.91014755414257,3.83415949892046,-0.49819199088624,0.618348727002844,NA
"AT1G21770",0,NA,NA,NA,NA,NA
"AT1G20070",0,NA,NA,NA,NA,NA
"AT1G32975",0,NA,NA,NA,NA,NA
"AT1G33640",0,NA,NA,NA,NA,NA
"AT1G69588",0.0372340351908739,0.208012626653342,3.84708713179411,0.0540701625742316,0.956879264276188,NA
"AT1G79850",0,NA,NA,NA,NA,NA
"AT1G66245",0,NA,NA,NA,NA,NA
"AT1G34047",0,NA,NA,NA,NA,NA
"AT1G75940",0.0648264392654373,-0.112595133089344,3.847087131787,-0.0292676326873425,0.976651141211747,NA
"AT1G08670",0.0678488838722941,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G56380",0,NA,NA,NA,NA,NA
"AT1G61540",0.210708079267343,0.207989455856763,3.84708713178627,0.0540641396287246,0.956884062872525,NA
"AT1G22010",0,NA,NA,NA,NA,NA
"AT1G73190",0.203841579949159,1.1815619614303,3.84657370930632,0.307172577655707,0.758712017038799,NA
"AT1G31960",0.129730010348426,1.18156670634529,3.84657370930671,0.307173811198914,0.758711078168893,NA
"AT1G80140",0.280042028471827,0.540389142420879,3.84657365570241,0.14048584293187,0.888276137265884,NA
"AT1G60815",0,NA,NA,NA,NA,NA
"AT1G22130",0,NA,NA,NA,NA,NA
"AT1G43080",0,NA,NA,NA,NA,NA
"AT1G43810",0.20475663870101,0.528588337916471,3.84708713178681,0.137399627252779,0.890714925662866,NA
"AT1G21864",0,NA,NA,NA,NA,NA
"AT1G01305",0.0957079486940774,-0.112588643696326,3.84708713179411,-0.0292659458544209,0.976652486533405,NA
"AT1G62940",0.132728020570377,-0.753760342423104,3.84708713179411,-0.195930145744212,0.844664841649407,NA
"AT1G20923",0,NA,NA,NA,NA,NA
"AT1G33355",0,NA,NA,NA,NA,NA
"AT1G66045",0,NA,NA,NA,NA,NA
"AT1G01280",0.139715703026421,-0.112567291572283,3.84708713179411,-0.0292603956489507,0.976656913060962,NA
"AT1G74480",0.0929649786682835,0.849200932579906,3.84708713179411,0.220738679288472,0.825295912515289,NA
"AT1G36623",0,NA,NA,NA,NA,NA
"AT1G50930",0.457772944778415,1.54921746697896,2.53195049235076,0.611867203430429,0.540625622048053,NA
"AT1G25300",0,NA,NA,NA,NA,NA
"AT1G77815",0.0987781688472518,-0.753757969960975,3.84708713179411,-0.195929529053702,0.844665324342818,NA
"AT1G47800",0,NA,NA,NA,NA,NA
"AT1G63320",0.2247189688286,0.208023062438023,3.10630025351419,0.0669681117279901,0.946607089345745,NA
"AT1G31630",0,NA,NA,NA,NA,NA
"AT1G24485",0.0584126507941154,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G07645",0,NA,NA,NA,NA,NA
"AT1G41920",0,NA,NA,NA,NA,NA
"AT1G36922",0.386928462399407,0.658998960396844,2.51618429891943,0.26190409052304,0.793395385890128,NA
"AT1G33430",0,NA,NA,NA,NA,NA
"AT1G48670",0.307907575021089,-0.113949370749374,3.69316599906294,-0.0308541156228249,0.975385882912574,NA
"AT1G04450",0.164245200557434,0.528606779704409,3.84708713179411,0.13740442095417,0.890711136777659,NA
"AT1G47940",0.0652476326446727,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G64235",0,NA,NA,NA,NA,NA
"AT1G31370",0.0383807910744629,-0.433168561904394,3.84708713179411,-0.11259650407304,0.910350456770534,NA
"AT1G20683",0,NA,NA,NA,NA,NA
"AT1G26798",0,NA,NA,NA,NA,NA
"AT1G48700",0.108180291609694,1.15397976824247,3.84682242976486,0.29998259324723,0.764190433103588,NA
"AT1G48590",0.0613397565764254,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G66210",0,NA,NA,NA,NA,NA
"AT1G53935",0,NA,NA,NA,NA,NA
"AT1G55330",0.279129036768327,0.514062949719842,3.73786900465864,0.137528348125401,0.89061318706532,NA
"AT1G14688",0.541068460463192,-0.112569487442085,1.74667096394155,-0.0644480212736002,0.948613494026479,NA
"AT1G67455",0.296690881727557,1.44820518624328,3.84142935303694,0.376996438864187,0.706176251377223,NA
"AT1G25310",0.45557062934566,0.208000114432035,2.84745163000263,0.0730478130832527,0.941768069771228,NA
"AT1G39070",0,NA,NA,NA,NA,NA
"AT1G69180",0.542355814266236,1.70490768902417,2.50391868193979,0.680895789995614,0.495937432180845,NA
"AT1G66855",0.0617269732320044,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G17230",0,NA,NA,NA,NA,NA
"AT1G35850",0,NA,NA,NA,NA,NA
"AT1G65050",0.421701416182285,1.99499884202713,2.82089531816679,0.707221862923868,0.479428614096743,NA
"AT1G71290",0.199525138651748,-0.112604823237016,3.8470871317867,-0.0292701515145354,0.976649132339072,NA
"AT1G55720",0.224844178307346,-0.112596095408197,3.84708713179114,-0.0292678828295149,0.976650941712634,NA
"AT1G24250",0.145951632960364,0.528602034692367,3.84708713179411,0.13740318755033,0.890712111645311,NA
"AT1G36325",0,NA,NA,NA,NA,NA
"AT1G24110",0.256550462980976,-2.31869734498489,3.82246612790534,-0.606597224775279,0.544118242452177,NA
"AT1G34840",0,NA,NA,NA,NA,NA
"AT1G21313",0,NA,NA,NA,NA,NA
"AT1G60400",0,NA,NA,NA,NA,NA
"AT1G67623",0.506040981556309,-1.35332551664812,2.46190531077371,-0.549706566993354,0.582520651908315,NA
"AT1G19460",0.440726493654165,-0.759266088973326,3.52060484687693,-0.21566353566969,0.829250026639795,NA
"AT1G65340",0.367304033515989,-0.0928429403116837,3.61181932472486,-0.0257053113582187,0.979492387406894,NA
"AT1G25410",0.0538160548635731,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G47660",0,NA,NA,NA,NA,NA
"AT1G03700",0.49878873603627,1.16090162666711,2.51796015277562,0.461048450424212,0.644763844727978,NA
"AT1G49015",0,NA,NA,NA,NA,NA
"AT1G44980",0,NA,NA,NA,NA,NA
"AT1G45063",0.130229433106868,-0.112602575818049,3.8470871317757,-0.0292695673274431,0.97664959825331,NA
"AT1G76954",0.423756095097912,-0.753774993283191,2.45876575408654,-0.306566411229047,0.759173423232792,NA
"AT1G55600",0.136665348927017,0.528602034692367,3.84708713179411,0.13740318755033,0.890712111645311,NA
"AT1G33220",0.0619766524455223,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G07725",0.0678488838722941,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G71160",0.0287781630012729,0.208012626653342,3.84708713179411,0.0540701625742317,0.956879264276188,NA
"AT1G58245",0,NA,NA,NA,NA,NA
"AT1G43320",0,NA,NA,NA,NA,NA
"AT1G52180",0,NA,NA,NA,NA,NA
"AT1G35181",0,NA,NA,NA,NA,NA
"AT1G64870",0.260361328694658,-1.39110897056815,3.84692725488498,-0.361615616412207,0.717639293155341,NA
"AT1G78635",0,NA,NA,NA,NA,NA
"AT1G68510",0.178551198187115,0.519409263212321,3.84676245875146,0.135025042170372,0.892592074851219,NA
"AT1G23770",0.401786730485572,0.20255471977001,2.52294378745138,0.0802850704710414,0.936010531920143,NA
"AT1G56553",0.191395937434386,-0.112572036496539,3.84708713179411,-0.0292616290299723,0.976655929386491,NA
"AT1G17000",0.0334873751236627,-0.112588643590985,3.84708713179411,-0.0292659458270388,0.976652486555243,NA
"AT1G28020",0,NA,NA,NA,NA,NA
"AT1G25270",0,NA,NA,NA,NA,NA
"AT1G65160",0,NA,NA,NA,NA,NA
"AT1G36030",0,NA,NA,NA,NA,NA
"AT1G64800",0.35912196007711,-1.40045906076921,3.58912580516844,-0.390195032660186,0.696392334466063,NA
"AT1G59680",0,NA,NA,NA,NA,NA
"AT1G62070",0,NA,NA,NA,NA,NA
"AT1G57613",0.0308634866160022,-0.433168561904394,3.84708713179411,-0.11259650407304,0.910350456770534,NA
"AT1G61700",0.519051773706551,0.0881333169930944,2.98229971831418,0.0295521326887004,0.976424241202685,NA
"AT1G12150",0.428187161491909,-1.45772629369564,2.20031749952506,-0.66250724907214,0.507646190593744,NA
"AT1G06923",0.441880762224984,-0.112615534911528,3.84708713178056,-0.0292729358743184,0.976646911692944,NA
"AT1G52325",0.50094317208821,-0.112571119929774,2.21342582162115,-0.0508583205410174,0.959438417892168,NA
"AT1G14940",0,NA,NA,NA,NA,NA
"AT1G74055",0,NA,NA,NA,NA,NA
"AT1G26710",0,NA,NA,NA,NA,NA
"AT1G65349",0,NA,NA,NA,NA,NA
"AT1G51150",0.11872651613819,-1.38712247257722,3.84696381057706,-0.360575908918972,0.718416501325191,NA
"AT1G49715",0,NA,NA,NA,NA,NA
"AT1G32763",0,NA,NA,NA,NA,NA
"AT1G20240",0,NA,NA,NA,NA,NA
"AT1G64585",0,NA,NA,NA,NA,NA
"AT1G52390",0.471164526771752,-0.7587697825925,2.55695866090352,-0.296746988597924,0.766659680224493,NA
"AT1G44180",0.501972845036561,-1.35605795442548,2.55320503923669,-0.531119880145189,0.59533570873666,NA
"AT1G04560",0.120933659185664,-0.753760342423104,3.84708713179411,-0.195930145744212,0.844664841649407,NA
"AT1G30350",0.0575563260025459,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G55220",0.356187757243659,-0.458963470137511,2.51891045770383,-0.182207139890113,0.855420169966709,NA
"AT1G43330",0.0920096348646382,0.849200932579906,3.84708713179411,0.220738679288472,0.825295912515289,NA
"AT1G26225",0,NA,NA,NA,NA,NA
"AT1G46696",0.371431011417767,-0.11257517477093,2.95134955494281,-0.0381436263903045,0.969573167772438,NA
"AT1G26976",0.318339758581563,0.978942169124339,3.62825234447888,0.26981093820941,0.787305707338525,NA
"AT1G33710",0.0575563260025459,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G16790",0.0575563260025459,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G64295",0,NA,NA,NA,NA,NA
"AT1G76465",0,NA,NA,NA,NA,NA
"AT1G27555",0,NA,NA,NA,NA,NA
"AT1G22080",0.12849670944263,-0.753760342423104,3.84708713179411,-0.195930145744212,0.844664841649407,NA
"AT1G31163",0,NA,NA,NA,NA,NA
"AT1G01840",0.386168063697528,1.37448424103436,2.19466736778147,0.626283627857368,0.531128923060764,NA
"AT1G49120",0.130229433106868,-0.112602575818049,3.8470871317757,-0.0292695673274431,0.97664959825331,NA
"AT1G28335",0.130495265289345,-1.40050730812844,3.84684143247653,-0.364066814999136,0.715808116611975,NA
"AT1G69990",0.0593632580690949,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G02320",0,NA,NA,NA,NA,NA
"AT1G65550",0.513768665294483,-0.753770876262921,2.81421496206799,-0.267844100903017,0.78881932290645,NA
"AT1G16380",0,NA,NA,NA,NA,NA
"AT1G31380",0.068275095155016,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G33830",0,NA,NA,NA,NA,NA
"AT1G32720",0,NA,NA,NA,NA,NA
"AT1G64105",0.287782862879814,0.539776025113635,3.0030686285387,0.179741488417563,0.857355520787521,NA
"AT1G78360",0.436910916094193,-0.112585011746305,2.90017969447239,-0.0388200124153986,0.969033889259413,NA
"AT1G26355",0.068275095155016,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G71320",0.0767615821489258,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G66310",0,NA,NA,NA,NA,NA
"AT1G09625",0.0725364879482674,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G24200",0,NA,NA,NA,NA,NA
"AT1G48095",0,NA,NA,NA,NA,NA
"AT1G52660",0.382482124549506,0.407722228197143,3.60347674244147,0.113146901545117,0.909914091653205,NA
"AT1G03982",0,NA,NA,NA,NA,NA
"AT1G60985",0.054181509451938,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G29540",0,NA,NA,NA,NA,NA
"AT1G19260",0.0652476326446727,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G47495",0.125676885843469,-1.07434500555543,3.84708713179411,-0.279261937343853,0.780043814308838,NA
"AT1G33540",0.279661998188132,-0.112598459168586,3.84708713178977,-0.0292684972581326,0.976650451679459,NA
"AT1G05650",0,NA,NA,NA,NA,NA
"AT1G71690",0.348722865472669,1.41444433082457,3.6019084055465,0.392693031462572,0.694546218149132,NA
"AT1G33920",0.245264835762246,-0.753768065465445,3.84708713179257,-0.19593215324817,0.844663270344732,NA
"AT1G12310",0,NA,NA,NA,NA,NA
"AT1G57750",0.132173940970734,-1.40050730812844,3.84684143247653,-0.364066814999136,0.715808116611975,NA
"AT1G18510",0.277065152447752,0.528592970467449,3.84708713179165,0.137400831423664,0.890713973900125,NA
"AT1G29775",0.0935172394820829,-0.112588643696326,3.84708713179411,-0.0292659458544209,0.976652486533405,NA
"AT1G22810",0,NA,NA,NA,NA,NA
"AT1G30140",0.372880729385797,-2.04532614650944,2.91058614980274,-0.702719672684508,0.482230465261546,NA
"AT1G52060",0.325590636602107,1.69157604201346,3.83401025167826,0.441202795760132,0.659066189407216,NA
"AT1G62980",0.322345745427183,0.528596247445463,3.59643272763463,0.146977932711985,0.883149438284676,NA
"AT1G26773",0,NA,NA,NA,NA,NA
"AT1G44050",0,NA,NA,NA,NA,NA
"AT1G47695",0,NA,NA,NA,NA,NA
"AT1G21835",0,NA,NA,NA,NA,NA
"AT1G58050",0.186823905230033,0.540393887335869,3.84657365570281,0.140487076475111,0.888275162705564,NA
"AT1G71470",0.0957079486940774,-0.112588643696326,3.84708713179411,-0.0292659458544209,0.976652486533405,NA
"AT1G40090",0,NA,NA,NA,NA,NA
"AT1G36960",0,NA,NA,NA,NA,NA
"AT1G17820",0,NA,NA,NA,NA,NA
"AT1G47540",0,NA,NA,NA,NA,NA
"AT1G77950",0.350054242973157,-0.750595720378574,2.52880907631365,-0.296817868699186,0.76660556267749,NA
"AT1G48130",0,NA,NA,NA,NA,NA
"AT1G34042",0.0297437553394347,0.208012626653342,3.84708713179411,0.0540701625742317,0.956879264276188,NA
"AT1G54700",0.388238975903282,-1.0743593223292,3.84708713178989,-0.279265658802312,0.780040958571239,NA
"AT1G32420",0,NA,NA,NA,NA,NA
"AT1G60625",0,NA,NA,NA,NA,NA
"AT1G20803",0,NA,NA,NA,NA,NA
"AT1G19060",0.113669020130807,1.16390206537435,3.84673247714426,0.302569017286694,0.762218328931369,NA
"AT1G43310",0.540050038338275,0.51558591692275,1.81081153982763,0.284726436508035,0.775853735198319,NA
"AT1G55560",0.0725364879482674,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G51640",0,NA,NA,NA,NA,NA
"AT1G28265",0,NA,NA,NA,NA,NA
"AT1G10745",0,NA,NA,NA,NA,NA
"AT1G63206",0,NA,NA,NA,NA,NA
"AT1G61950",0,NA,NA,NA,NA,NA
"AT1G56385",0,NA,NA,NA,NA,NA
"AT1G69825",0,NA,NA,NA,NA,NA
"AT1G09360",0,NA,NA,NA,NA,NA
"AT1G06925",0,NA,NA,NA,NA,NA
"AT1G55790",0.0362682439741337,0.208012626653342,3.84708713179411,0.0540701625742316,0.956879264276188,NA
"AT1G20280",0,NA,NA,NA,NA,NA
"AT1G48355",0,NA,NA,NA,NA,NA
"AT1G16940",0,NA,NA,NA,NA,NA
"AT1G20940",0.0669747502473253,-0.112595464611542,3.84708713178631,-0.0292677188622085,0.976651072483595,NA
"AT1G10875",0,NA,NA,NA,NA,NA
"AT1G58055",0,NA,NA,NA,NA,NA
"AT1G24230",0.0593128755582804,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G20405",0.473333205620167,1.06006078183005,2.50889306486032,0.422521308969804,0.672644550425892,NA
"AT1G13143",0,NA,NA,NA,NA,NA
"AT1G13760",0.480126523343404,-2.26566744644974,3.82380552061189,-0.592516390866863,0.553504848158972,NA
"AT1G24475",0,NA,NA,NA,NA,NA
"AT1G56170",0,NA,NA,NA,NA,NA
"AT1G43780",0,NA,NA,NA,NA,NA
"AT1G24388",0,NA,NA,NA,NA,NA
"AT1G56100",0.0593128755582804,-0.753755597498847,3.84708713179411,-0.195928912363191,0.844665807036287,NA
"AT1G19090",0,NA,NA,NA,NA,NA
"AT1G66820",0,NA,NA,NA,NA,NA
"AT1G32337",0,NA,NA,NA,NA,NA
"AT1G15770",0.283402053201957,1.95811766965441,3.82604097305488,0.511786905431639,0.608800155797878,NA
"AT1G05615",0.247342388295017,-1.77070136154827,3.82856932146923,-0.462496878825941,0.643725040065178,NA
"AT1G61475",0.0951202233001638,-0.112588643696326,3.84708713179411,-0.0292659458544209,0.976652486533405,NA
"AT1G24909",0.0663640102851885,-0.433170934366522,3.84708713179411,-0.11259712076355,0.910349967831934,NA
"AT1G46912",0,NA,NA,NA,NA,NA
"AT1G20687",0,NA,NA,NA,NA,NA
"AT1G25211",0,NA,NA,NA,NA,NA
"AT1G08120",0,NA,NA,NA,NA,NA
"AT1G33870",0,NA,NA,NA,NA,NA
"AT1G31140",0.387876757152417,-1.32836358574959,2.96900377831771,-0.447410540683874,0.654578666561957,NA
"AT1G55917",0.502234812895158,-0.511305150777045,2.14361462027793,-0.238524754375276,0.811474118105856,NA
"AT1G28327",0.345603661856085,1.91122829774742,3.60113912619777,0.530728814069833,0.595606715790099,NA
"AT1G15320",0.42428221787029,-1.15909419598399,3.56784907289724,-0.324871980933533,0.745277963616039,NA
"AT1G70209",0,NA,NA,NA,NA,NA
"AT1G44085",0,NA,NA,NA,NA,NA
"AT1G09860",0,NA,NA,NA,NA,NA
"AT1G30795",0.122679513152851,1.18156670634529,3.84657370930671,0.307173811198914,0.758711078168892,NA
"AT1G31520",0,NA,NA,NA,NA,NA
"AT1G60250",0.0619766524455223,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G80310",0,NA,NA,NA,NA,NA
"AT1G50870",0,NA,NA,NA,NA,NA
"AT1G60880",0,NA,NA,NA,NA,NA
"AT1G61566",0.0684755738155782,-0.112591016053114,3.84708713179411,-0.0292665625175498,0.976651994718083,NA
"AT1G65541",0,NA,NA,NA,NA,NA
"AT1G08613",0,NA,NA,NA,NA,NA
"AT1G07447",0,NA,NA,NA,NA,NA
"AT1G04943",0,NA,NA,NA,NA,NA
"AT1G06373",0.0734151450120966,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G09597",0,NA,NA,NA,NA,NA
"AT1G07317",0.415825795318725,1.10914429211114,2.5189790742447,0.440315008350639,0.659708972111479,NA
"AT1G06443",0.0335305362025791,-0.112583898772069,3.84708713179411,-0.0292647124733992,0.976653470207751,NA
"AT1G06427",0,NA,NA,NA,NA,NA
"AT1G05117",0.068275095155016,-0.112586271234197,3.84708713179411,-0.02926532916391,0.976652978370573,NA
"AT1G04967",0,NA,NA,NA,NA,NA
"AT1G04137",0.291903265920728,1.18155730359164,3.84657370754153,0.307171366890772,0.758712938572137,NA
"AT1G09503",0,NA,NA,NA,NA,NA
"AT1G07597",0,NA,NA,NA,NA,NA
"AT1G07617",0.0334631541630305,-0.433168561904394,3.84708713179411,-0.11259650407304,0.910350456770534,NA
"AT1G08553",0,NA,NA,NA,NA,NA
"AT1G08977",0.149169884440137,-1.40050730812844,3.84684143247653,-0.364066814999136,0.715808116611975,NA
"AT1G09767",0,NA,NA,NA,NA,NA
"AT1G06603",0.0619766524455223,0.528606779616624,3.84708713179411,0.137404420931352,0.890711136795694,NA
"AT1G07723",0.444181427326664,1.1815473929068,3.84657371627357,0.307168789696677,0.758714900118584,NA
"AT1G08587",0,NA,NA,NA,NA,NA
"AT1G07793",0.270183314273248,0.75780403956566,3.04817227773275,0.248609320772814,0.803662997897724,NA
"AT1G07133",0.0306698782882127,0.208012626653342,3.84708713179411,0.0540701625742317,0.956879264276188,NA
"AT1G08007",0,NA,NA,NA,NA,NA
"AT1G07337",0,NA,NA,NA,NA,NA
"AT1G09013",0,NA,NA,NA,NA,NA
"AT1G08703",0,NA,NA,NA,NA,NA
"AT1G08403",0,NA,NA,NA,NA,NA
"AT1G05177",0,NA,NA,NA,NA,NA
"AT1G05413",0,NA,NA,NA,NA,NA
"AT1G09343",0.155339046531824,-0.433170934278737,3.84708713179411,-0.112597120740732,0.910349967850025,NA
"AT1G05793",0,NA,NA,NA,NA,NA
"AT1G09123",0.233294303835081,-1.07435223327327,3.847087131794,-0.279263816094612,0.780042372610476,NA
